,Training,Validation
0,10.766045548654244,14.84848484848485
1,14.803312629399587,16.363636363636363
2,17.3567977915804,20.0
3,19.185645272601793,19.090909090909093
4,21.014492753623188,23.03030303030303
5,22.25672877846791,23.333333333333332
6,22.87784679089027,25.757575757575758
7,23.982056590752244,26.969696969696972
8,24.84472049689441,26.36363636363636
9,25.396825396825395,27.27272727272727
10,26.29399585921325,26.666666666666668
11,27.156659765355418,27.27272727272727
12,27.087646652864045,29.09090909090909
13,29.33057280883368,28.484848484848484
14,28.88198757763975,28.78787878787879
15,27.812284334023463,29.6969696969697
16,28.77846790890269,29.6969696969697
17,30.36576949620428,30.303030303030305
18,29.986197377501725,25.757575757575758
19,30.88336783988958,29.6969696969697
20,31.40096618357488,28.78787878787879
21,31.469979296066253,30.909090909090907
22,31.331953071083507,30.303030303030305
23,32.16011042097998,31.818181818181817
24,32.298136645962735,30.909090909090907
25,32.40165631469979,29.09090909090909
26,32.608695652173914,29.6969696969697
27,33.333333333333336,30.0
28,33.402346445824705,31.515151515151512
29,33.850931677018636,30.606060606060602
30,33.54037267080745,31.818181818181817
31,33.29882677708765,31.818181818181817
32,35.783298826777084,29.393939393939394
33,34.81711525189786,32.42424242424242
34,34.64458247066943,33.939393939393945
35,35.92132505175984,33.63636363636363
36,36.57694962042788,30.0
37,36.266390614216704,30.909090909090907
38,35.507246376811594,31.515151515151512
39,36.95652173913044,32.121212121212125
40,36.231884057971016,33.33333333333333
41,36.99102829537612,33.63636363636363
42,37.301587301587304,34.24242424242424
43,37.50862663906142,32.121212121212125
44,38.336783988957905,33.939393939393945
45,37.43961352657005,36.06060606060606
46,38.57832988267771,36.06060606060606
47,37.853692201518285,35.15151515151515
48,39.16494133885438,31.818181818181817
49,39.19944789510007,34.54545454545455
50,40.85576259489303,36.666666666666664
51,40.09661835748792,33.939393939393945
52,39.958592132505174,36.06060606060606
53,40.82125603864734,34.24242424242424
54,40.57971014492754,33.63636363636363
55,41.54589371980676,34.54545454545455
56,41.68391994478951,34.24242424242424
57,41.47688060731539,35.15151515151515
58,41.37336093857833,34.24242424242424
59,42.2360248447205,33.939393939393945
60,42.82263630089717,37.27272727272727
61,42.61559696342305,35.15151515151515
62,42.99516908212561,35.75757575757576
63,43.13319530710835,37.27272727272727
64,42.7536231884058,37.27272727272727
65,43.71980676328502,37.878787878787875
66,44.20289855072464,36.96969696969697
67,44.16839199447895,36.666666666666664
68,43.374741200828154,36.96969696969697
69,44.893029675638374,36.36363636363637
70,44.72049689440994,35.75757575757576
71,45.54865424430642,37.878787878787875
72,44.99654934437543,36.36363636363637
73,46.204278812974465,36.666666666666664
74,45.79020013802622,36.96969696969697
75,46.10075914423741,33.939393939393945
76,46.03174603174603,36.06060606060606
77,45.10006901311249,37.57575757575757
78,46.8944099378882,37.878787878787875
79,47.82608695652174,36.96969696969697
80,48.17115251897861,38.18181818181819
81,48.93029675638371,36.96969696969697
82,47.481021394064875,36.666666666666664
83,45.99723947550034,36.36363636363637
84,46.65286404416839,37.878787878787875
85,49.102829537612145,38.484848484848484
86,48.34368530020704,37.27272727272727
87,49.413388543823324,35.75757575757576
88,48.585231193926845,39.696969696969695
89,48.10213940648723,35.45454545454545
90,48.792270531400966,36.36363636363637
91,48.9648033126294,38.18181818181819
92,49.20634920634921,38.18181818181819
93,50.448585231193924,38.484848484848484
94,50.448585231193924,40.0
95,51.34575569358178,38.78787878787879
96,50.86266390614217,37.878787878787875
97,52.34644582470669,39.696969696969695
98,52.5879917184265,38.78787878787879
99,50.655624568668046,38.78787878787879
