,Training,Validation
0,3.541320794986354,3.4904132664921774
1,3.4646529994077153,3.4320523451609786
2,3.404850399328603,3.355551703866706
3,3.3562475914756456,3.3344412252127404
4,3.308748524222109,3.2859012506094323
5,3.2700263841284647,3.2458815574645996
6,3.2286518986026445,3.2259597605969534
7,3.1913990121748714,3.203842527895089
8,3.158545052011808,3.167348646255861
9,3.1289494368765087,3.1205925510590333
10,3.0937637703286276,3.116803114672741
11,3.0705387045939765,3.0816999602030557
12,3.0439734078115888,3.0662599902555168
13,3.0124189953009286,3.036698806716735
14,2.978879084189733,3.0334451744355353
15,2.9600763610667653,3.0102084659668336
16,2.9349168009228177,2.967122454241098
17,2.9106512574685945,2.951573328799512
18,2.884691810442342,2.944049200379705
19,2.8611040628618665,2.9068987197186575
20,2.829366092052725,2.8901753770299705
21,2.8135247048404484,2.8670709966176964
22,2.793792027566168,2.8584723472595215
23,2.7670000344514847,2.8356008213686654
24,2.7468209026588335,2.829032702618335
25,2.7203979624642267,2.803060563213854
26,2.701708546943135,2.8254962053643653
27,2.6768537999855146,2.7660839816173874
28,2.6548600511418448,2.7476980743638
29,2.6376884844568043,2.7491674279592124
30,2.615223331583871,2.6976914233471976
31,2.5953783127996655,2.682725828814219
32,2.5733867469761105,2.71082018656903
33,2.5549353253510265,2.68955625396177
34,2.5345493174261517,2.6830270118023978
35,2.508969399250216,2.7047500236924873
36,2.4950310248467655,2.6698384284973145
37,2.467463691201475,2.562642439302192
38,2.4542457829746933,2.608547157551869
39,2.4373839083645077,2.5601484071777527
40,2.4174348682992988,2.6202710076987024
41,2.405137001640267,2.5897343963025565
42,2.3852166599697537,2.5258215852530608
43,2.365310911917024,2.4823078247437995
44,2.3477956648502083,2.517105147063014
45,2.3183106084664664,2.474567002560719
46,2.3145369361672135,2.450478884110968
47,2.2827606735130153,2.4595172362155227
48,2.2761135709782443,2.5098853240530175
49,2.2524818322724767,2.4572485398097212
50,2.226066440757778,2.409928540149367
51,2.2127076933781304,2.432277971003429
52,2.198711519853936,2.4157909952014327
53,2.1839664528767266,2.406790512153901
54,2.1655533922215304,2.379709462085402
55,2.1448042703171573,2.4433099376149925
56,2.126055262155003,2.4185193791446915
57,2.114600219246414,2.3971530572477593
58,2.091647692024708,2.3242530679128257
59,2.0675476027859583,2.285278853163662
60,2.0633527495794826,2.2823788573942987
61,2.042507011857298,2.338080713547856
62,2.028529884914557,2.305660731103047
63,2.0132644428975053,2.2601087193891227
64,1.9933494706120756,2.3074958152081595
65,1.974608439538214,2.3744654626731414
66,1.9700433653261926,2.209092800875744
67,1.9498080164194107,2.2905769175793753
68,1.9372031858397856,2.2514180016804892
69,1.9348628405067656,2.2516735194318267
70,1.9087013312511973,2.2377948832799155
71,1.898149099614885,2.1958241678145995
72,1.8755805653830369,2.177190928574068
73,1.8621726926002238,2.147843854973115
74,1.8567561627262168,2.219302308128541
75,1.8385208120776548,2.12609497179468
76,1.8117734988530476,2.13717130724206
77,1.8113013377620115,2.1794099721563867
78,1.7974386807117197,2.095577907849507
79,1.768534475316604,2.1117564511586386
80,1.7606156878173351,2.1577507544712846
81,1.7643212676048279,2.0705822958240665
82,1.7466590114765697,2.0461375016763985
83,1.731487549841404,2.0927363734647453
84,1.7135849466754332,2.169394862220948
85,1.7069660843246512,2.0753451068717315
86,1.684173391924964,2.0587570121489374
87,1.6843936207393806,2.1706290187605894
88,1.6675517972972658,2.034329147942095
89,1.6477245204150677,2.065960045320442
90,1.634764815784163,2.1245032333465943
91,1.60997589946621,1.9952948119446456
92,1.617627385382851,1.9905277519340974
93,1.599758488850461,2.003413751900914
94,1.576426699757576,2.027857516185347
95,1.588322674234708,2.04993955916669
96,1.5677752165744703,1.990037682544754
97,1.549829426738951,2.005182846482978
98,1.5273535390281014,1.9992988752313408
99,1.5226156641211774,1.970828945378223
