,Training,Validation
0,24.02826855123675,27.99194476409666
1,28.465773687238062,31.875719217491373
2,32.903278823239376,30.84004602991945
3,33.90582627989153,34.86766398158803
4,36.502588544662665,37.80207134637514
5,38.335113813789135,37.715765247410815
6,38.318678609581724,39.758342922899885
7,40.14298627660449,41.254315304948214
8,41.21127455008629,42.232451093210585
9,41.88511792259019,43.09551208285385
10,43.39715670967212,43.35443037974683
11,43.93951844851672,45.22439585730725
12,45.237899580902294,45.943613348676635
13,45.459774837702355,47.20943613348677
14,46.741720765880515,48.36018411967779
15,47.719615416221544,48.36018411967779
16,48.229106746651325,48.216340621403916
17,48.911167721258934,48.59033371691599
18,49.806886350562905,51.38089758342923
19,50.25885446626674,50.57537399309551
20,50.02876160736297,52.186421173762945
21,52.09137973539321,51.179516685845805
22,52.526912646889635,52.84810126582279
23,52.68304708686006,53.19332566168009
24,52.724135097378586,54.45914844649021
25,53.0117511710083,53.27963176064442
26,54.09647464869751,54.257767548906784
27,54.745665214890295,55.17836593785961
28,54.4827019475717,55.60989643268124
29,54.449831539156875,57.0771001150748
30,56.31522721669817,57.79631760644419
31,55.91256471361657,57.36478711162255
32,56.94798257868354,57.307249712313
33,57.679349165913386,58.80322209436134
34,58.18884049634317,59.11967779056386
35,58.47645656997288,59.49367088607595
36,58.99416550250637,59.982738780207136
37,58.53397978469882,60.24165707710012
38,58.88733667515819,62.16915995397008
39,60.26789382858082,60.52934407364787
40,60.36650505382529,62.05408515535098
41,60.82669077163284,61.9102416570771
42,61.60736297148492,62.65822784810127
43,61.870326238803514,63.118527042577675
44,62.272988741885115,63.98158803222095
45,63.7192867121374,64.55696202531645
46,62.90574410387049,64.98849252013808
47,63.998685183663405,64.06789413118527
48,64.69718136247843,65.50632911392405
49,64.7957925877229,65.82278481012658
50,65.37102473498233,65.62140391254316
51,65.43676555181199,66.59953970080552
52,66.02021530117511,66.71461449942463
53,66.71871147999013,67.49136939010357
54,66.8091051031309,66.36939010356731
55,66.5461418358123,67.31875719217491
56,66.9323691346865,67.28998849252014
57,67.49116607773851,67.89413118527042
58,67.17067959569398,67.52013808975835
59,68.60875996384254,67.89413118527042
60,67.95956939764977,68.23935558112774
61,68.64163037225738,67.9228998849252
62,67.89382858082011,68.55581127733026
63,68.90459363957598,69.41887226697354
64,68.32936149231654,69.30379746835443
65,68.55945435122031,68.61334867663982
66,69.45517298052428,69.18872266973533
67,69.73457145205029,67.77905638665132
68,69.77565946256883,68.35443037974683
69,69.28260333634645,69.04487917146145
70,69.42230257210946,68.15304948216341
71,69.75922425836141,67.4626006904488
72,70.88503574656914,69.36133486766398
73,70.12901635302819,68.2681242807825
74,70.23584518037637,68.2681242807825
75,70.61385487714685,68.0379746835443
76,70.58098446873203,69.01611047180668
77,71.0740405949544,68.32566168009207
78,71.20552222861369,69.39010356731876
79,71.36987427068782,69.47640966628308
80,71.58353192538418,69.70655926352129
81,71.7396663653546,69.33256616800921
82,72.21628728736954,70.2819332566168
83,72.99695948722163,69.53394706559264
84,73.68723806393294,69.87917146144994
85,73.13665872298463,70.16685845799769
86,73.3585339797847,71.40391254315304
87,73.53932122606624,71.83544303797468
88,73.32566357136987,70.88607594936708
89,73.53110362396252,70.36823935558112
90,74.97740159421481,71.92174913693901
91,74.66513271427398,71.66283084004603
92,75.12531843208151,72.20943613348678
93,75.28145287205193,72.55466052934408
94,75.46224011833347,72.26697353279631
95,75.503328128852,71.74913693901036
96,76.4319171665708,72.12313003452245
97,76.56339880023009,71.92174913693901
98,76.61270441285232,73.10126582278481
99,76.64557482126716,71.77790563866513
