,Training,Validation
0,3.41796875,4.190476190476191
1,4.286024305555555,5.142857142857142
2,5.17578125,5.942857142857143
3,6.011284722222222,6.552380952380952
4,7.096354166666667,7.39047619047619
5,7.378472222222222,8.876190476190477
6,8.42013888888889,8.304761904761905
7,8.778211805555555,9.63809523809524
8,9.385850694444445,9.904761904761905
9,9.635416666666666,10.514285714285714
10,10.03689236111111,10.780952380952382
11,10.492621527777779,10.780952380952382
12,10.872395833333334,11.39047619047619
13,11.176215277777779,12.19047619047619
14,11.729600694444445,12.076190476190476
15,12.40234375,13.180952380952382
16,12.586805555555555,12.0
17,12.847222222222221,12.304761904761904
18,12.955729166666666,13.219047619047618
19,13.563368055555555,13.638095238095238
20,13.65017361111111,12.761904761904763
21,13.49826388888889,12.914285714285715
22,14.192708333333334,13.561904761904762
23,14.388020833333334,13.752380952380951
24,14.539930555555555,15.085714285714285
25,15.125868055555555,15.276190476190477
26,15.093315972222221,14.59047619047619
27,15.473090277777779,15.314285714285713
28,16.417100694444443,14.971428571428572
29,16.178385416666668,15.923809523809524
30,16.959635416666668,15.58095238095238
31,16.688368055555557,15.847619047619046
32,16.77517361111111,15.00952380952381
33,18.10980902777778,16.53333333333333
34,18.250868055555557,16.876190476190477
35,19.151475694444443,17.599999999999998
36,19.21657986111111,18.20952380952381
37,20.21484375,19.54285714285714
38,20.084635416666668,17.942857142857143
39,20.56206597222222,19.238095238095237
40,21.028645833333332,19.695238095238096
41,21.16970486111111,19.80952380952381
42,21.647135416666668,20.457142857142856
43,22.21137152777778,20.761904761904763
44,22.352430555555557,21.37142857142857
45,23.68706597222222,21.142857142857142
46,23.936631944444443,22.400000000000002
47,23.77387152777778,22.20952380952381
48,24.84809027777778,22.933333333333334
49,24.88064236111111,23.466666666666665
50,25.282118055555557,23.123809523809523
51,25.44487847222222,24.72380952380952
52,26.29123263888889,23.809523809523807
53,26.475694444444443,24.571428571428573
54,27.12673611111111,24.419047619047618
55,27.039930555555557,24.609523809523807
56,27.571614583333332,25.142857142857146
57,28.135850694444443,25.409523809523808
58,28.49392361111111,24.914285714285715
59,28.56987847222222,25.63809523809524
60,28.88454861111111,26.247619047619047
61,28.993055555555557,26.590476190476192
62,29.720052083333332,26.971428571428575
63,29.796006944444443,26.247619047619047
64,29.83940972222222,27.42857142857143
65,30.21918402777778,26.93333333333333
66,30.436197916666668,27.390476190476193
67,30.674913194444443,28.038095238095238
68,31.34765625,27.504761904761903
69,31.00043402777778,27.847619047619048
70,31.56467013888889,28.038095238095238
71,32.345920138888886,26.590476190476192
72,32.096354166666664,27.96190476190476
73,32.02039930555556,28.19047619047619
74,32.76909722222222,29.028571428571425
75,33.561197916666664,29.142857142857142
76,33.58289930555556,29.142857142857142
77,33.89756944444444,30.057142857142853
78,35.14539930555556,30.01904761904762
79,35.329861111111114,30.742857142857144
80,35.34071180555556,30.742857142857144
81,36.067708333333336,30.666666666666664
82,36.990017361111114,29.98095238095238
83,37.60850694444444,31.657142857142855
84,37.912326388888886,31.923809523809528
85,39.040798611111114,32.076190476190476
86,38.986545138888886,33.1047619047619
87,39.31206597222222,32.800000000000004
88,39.908854166666664,34.59047619047619
89,40.494791666666664,35.04761904761905
90,41.015625,32.990476190476194
91,42.447916666666664,34.81904761904762
92,42.92534722222222,36.114285714285714
93,42.63237847222222,35.80952380952381
94,43.185763888888886,36.57142857142857
95,43.131510416666664,36.4952380952381
96,44.29253472222222,36.76190476190476
97,44.173177083333336,36.87619047619047
98,45.36675347222222,37.371428571428574
99,45.486111111111114,37.79047619047619
