,Training,Validation
0,1.5972006956110476,1.5838298294522346
1,1.5739338056934786,1.5657040744746498
2,1.549661378535073,1.5469884413097976
3,1.5101245588517878,1.5230113049165919
4,1.4711181360279795,1.4521516594318076
5,1.4416330361303695,1.4278525737447476
6,1.4107284664794841,1.4059968650887866
7,1.3737809442159699,1.3727124579455874
8,1.3337910266060216,1.3382224599155812
9,1.3072616453245869,1.3146239962052861
10,1.289052877056943,1.3043603897094727
11,1.2630926713230104,1.258132615220656
12,1.2410736550183434,1.228195946697795
13,1.222931702931722,1.2014239949917576
14,1.2022293355521254,1.179163811403677
15,1.188276906026004,1.1792855738499843
16,1.1713936366434172,1.1685636360710914
17,1.1575168968811436,1.1393356520101565
18,1.141352719052883,1.1369102039468397
19,1.1326737039358283,1.1306039608946634
20,1.116596169359102,1.1498866442146651
21,1.1134606846987105,1.0819464730560233
22,1.0868609765070316,1.0680515897383385
23,1.089554119141396,1.0718666555684642
24,1.0720224676169747,1.053013782435601
25,1.0565876147252682,1.0387548290261435
26,1.0509994566597025,1.0293182085413453
27,1.0469394204184765,1.001263479574011
28,1.0311176431147757,1.0006956906493651
29,1.0199286164886996,1.0060896430540522
30,1.0190484361072851,0.985690675744223
31,0.9997306481746864,0.9962392854034354
32,0.9936094931730135,0.9874737022119925
33,0.9717579487114754,0.9795293315834955
34,0.9715559105547708,0.9518230393392231
35,0.9640083923114566,0.9827854261485809
36,0.9477638503697914,0.9651230568185859
37,0.9501891145555992,0.9599577828284798
38,0.9492680550873123,0.9085145559879618
39,0.9215200947025629,0.9114823122636988
40,0.9161595725637721,0.9319423278537365
41,0.9047531180494414,0.8995807127121391
42,0.9014427204301038,0.871173875320942
43,0.8785975702165618,0.8680321339073531
44,0.870143749113158,0.9308744783795208
45,0.8656399665385719,0.8438194541756167
46,0.8566383456620644,0.8538238089019006
47,0.8471281557414788,0.849392453464893
48,0.8309737235073029,0.8336442060973666
49,0.8274607458139654,0.8483795993918672
50,0.8156413507899587,0.8217998089593485
51,0.8047349064994672,0.8293202218659427
52,0.8018681898986887,0.8178983727179536
53,0.7804268912224006,0.8033386985643194
54,0.7803664201200791,0.7948971360648444
55,0.770802447411019,0.7964940694493985
56,0.7745028559773612,0.7931421606912525
57,0.762695847220934,0.7931082757241136
58,0.7637001879102602,0.7893835040954275
59,0.7578593023180022,0.7770124906246815
60,0.7595948045804432,0.7661670375307765
61,0.7316819438784141,0.7748460895424589
62,0.736999690454463,0.7614718768574776
63,0.7390979544071388,0.7716904077508034
64,0.7283814988267703,0.7781165871051473
65,0.7271585160978823,0.7754854086889039
66,0.7222423635599181,0.7666593940433012
67,0.7201431658793622,0.7805089690816511
68,0.7317571191024279,0.773555604416296
69,0.7186197149628416,0.7702194498766453
70,0.7151762285414017,0.7607455100488225
71,0.718813913309668,0.7917389216226175
72,0.7059003668507253,0.7535805128036289
73,0.7052388442313577,0.7621292398063415
74,0.6979492370850771,0.7773461765652403
75,0.7094692299998026,0.7720997530385989
76,0.6958071742783695,0.7725818553648958
77,0.6939162613525791,0.7660838439377076
78,0.7093961184888374,0.7552847963407499
79,0.6775689495047872,0.7501044688968483
80,0.6651971752405792,0.7684860672425786
81,0.6773569846716453,0.7539214363338751
82,0.6716602044155592,0.8035005957161615
83,0.666439458219398,0.7258066822082625
84,0.6470635087471309,0.7457277288130664
85,0.6450039448700552,0.753829780248327
86,0.6315988391403138,0.7555331319843958
87,0.6360969680344338,0.723439893044463
88,0.6199658678116136,0.7235241671767804
89,0.6164657484515133,0.727816605513249
90,0.6176531809990801,0.7301089821058676
91,0.5977810809774975,0.7352623996931479
92,0.5926777751348776,0.7161791521474856
93,0.5926348586564302,0.7358444568214066
94,0.5839760330874776,0.722188158046215
95,0.5817386199404874,0.712399850471304
96,0.5753198560923729,0.7255348422385137
97,0.5698322892736575,0.7256137879069792
98,0.5597489189913892,0.7086780279054554
99,0.5504525709418174,0.7207045512735297
