,Training,Validation
0,4.318576388888889,6.780952380952381
1,7.172309027777778,8.876190476190477
2,9.5703125,10.59047619047619
3,10.264756944444445,11.314285714285715
4,11.393229166666666,11.657142857142858
5,12.81467013888889,12.723809523809523
6,12.890625,13.104761904761904
7,14.095052083333334,13.638095238095238
8,14.84375,14.285714285714285
9,15.690104166666666,14.895238095238096
10,15.84201388888889,15.504761904761905
11,16.74262152777778,16.114285714285714
12,17.59982638888889,16.419047619047618
13,18.04470486111111,17.257142857142856
14,18.782552083333332,17.485714285714284
15,18.717447916666668,18.476190476190478
16,19.759114583333332,18.514285714285712
17,20.68142361111111,19.16190476190476
18,21.14800347222222,18.704761904761906
19,21.46267361111111,19.695238095238096
20,22.178819444444443,20.076190476190476
21,22.233072916666668,20.8
22,22.645399305555557,20.723809523809525
23,24.06684027777778,20.876190476190477
24,24.14279513888889,20.57142857142857
25,24.58767361111111,22.095238095238095
26,25.108506944444443,21.714285714285715
27,25.48828125,23.047619047619047
28,26.7578125,23.65714285714286
29,26.46484375,23.542857142857144
30,26.99652777777778,25.02857142857143
31,27.78862847222222,25.371428571428574
32,28.157552083333332,23.961904761904762
33,28.59157986111111,25.523809523809526
34,28.98220486111111,25.752380952380953
35,29.698350694444443,25.409523809523808
36,30.013020833333332,25.561904761904763
37,30.44704861111111,27.695238095238096
38,31.20659722222222,26.13333333333333
39,31.17404513888889,28.22857142857143
40,31.79253472222222,27.276190476190475
41,32.389322916666664,27.695238095238096
42,32.845052083333336,29.44761904761905
43,33.63715277777778,29.752380952380953
44,34.494357638888886,29.86666666666667
45,35.221354166666664,29.79047619047619
46,35.01519097222222,30.28571428571429
47,35.7421875,30.133333333333333
48,36.100260416666664,31.16190476190476
49,36.57769097222222,30.857142857142854
50,37.760416666666664,32.38095238095238
51,37.25043402777778,31.352380952380955
52,37.54340277777778,31.428571428571427
53,38.400607638888886,31.847619047619048
54,38.704427083333336,32.60952380952381
55,39.53993055555556,32.15238095238095
56,40.158420138888886,33.180952380952384
57,39.95225694444444,33.6
58,41.134982638888886,34.24761904761905
59,41.276041666666664,34.93333333333333
60,41.427951388888886,34.85714285714286
61,41.6015625,34.85714285714286
62,42.56727430555556,35.12380952380953
63,42.892795138888886,36.4952380952381
64,43.59809027777778,35.50476190476191
65,43.37022569444444,35.16190476190476
66,44.18402777777778,37.333333333333336
67,44.58550347222222,35.61904761904762
68,44.62890625,36.304761904761904
69,44.87847222222222,36.03809523809524
70,45.735677083333336,37.67619047619048
71,45.779079861111114,38.93333333333333
72,46.18055555555556,38.59047619047619
73,47.048611111111114,40.22857142857143
74,46.63628472222222,40.076190476190476
75,47.64539930555556,40.57142857142857
76,48.209635416666664,39.42857142857143
77,48.39409722222222,39.80952380952381
78,49.001736111111114,41.2952380952381
79,49.826388888888886,42.4
80,49.46831597222222,40.076190476190476
81,49.533420138888886,42.20952380952381
82,49.772135416666664,42.095238095238095
83,50.325520833333336,41.75238095238095
84,50.705295138888886,41.10476190476191
85,50.87890625,42.70476190476191
86,52.06163194444444,42.43809523809524
87,51.80121527777778,41.06666666666667
88,52.072482638888886,43.047619047619044
89,52.98394097222222,43.08571428571429
90,53.50477430555556,41.904761904761905
91,53.91710069444444,44.03809523809524
92,53.580729166666664,44.0
93,54.361979166666664,43.96190476190476
94,54.79600694444444,43.96190476190476
95,54.19921875,44.266666666666666
96,55.36024305555556,45.1047619047619
97,55.305989583333336,44.15238095238095
98,56.26085069444444,44.800000000000004
99,56.58637152777778,45.180952380952384
