,Training,Validation
0,17.529330572808835,34.54545454545455
1,38.64734299516908,48.18181818181818
2,51.13871635610766,54.24242424242425
3,58.41959972394755,59.09090909090909
4,62.491373360938574,60.909090909090914
5,66.25258799171843,62.727272727272734
6,69.28916494133885,64.84848484848484
7,70.25534851621809,64.24242424242425
8,73.39544513457557,64.84848484848484
9,74.32712215320912,69.0909090909091
10,76.43202208419599,66.96969696969697
11,78.57142857142857,64.24242424242425
12,79.12353347135955,65.15151515151516
13,80.64182194616977,66.36363636363637
14,81.19392684610077,65.15151515151516
15,82.53968253968253,67.57575757575758
16,83.50586611456177,66.06060606060606
17,85.19668737060042,67.87878787878789
18,85.09316770186336,67.57575757575758
19,85.85231193926846,66.36363636363637
20,86.33540372670807,68.18181818181817
21,87.78467908902692,65.15151515151516
22,86.88750862663906,68.18181818181817
23,89.16494133885439,69.0909090909091
24,88.09523809523809,66.06060606060606
25,90.75224292615597,65.75757575757576
26,90.57971014492753,68.48484848484848
27,90.61421670117322,68.18181818181817
28,91.95997239475501,68.78787878787878
29,91.2008281573499,68.78787878787878
30,92.58109040717737,66.96969696969697
31,92.16701173222913,68.78787878787878
32,92.78812974465148,67.27272727272727
33,92.58109040717737,68.18181818181817
34,93.85783298826777,65.15151515151516
35,92.512077294686,66.66666666666666
36,93.96135265700482,68.18181818181817
37,94.68599033816425,68.48484848484848
38,94.06487232574189,67.57575757575758
39,94.37543133195308,67.27272727272727
40,94.68599033816425,67.87878787878789
41,94.30641821946169,70.0
42,94.09937888198758,65.75757575757576
43,94.58247066942718,69.0909090909091
44,95.51414768806073,67.87878787878789
45,94.20289855072464,67.27272727272727
46,96.1352657004831,67.57575757575758
47,95.44513457556936,65.75757575757576
48,95.82470669427191,70.3030303030303
49,95.13457556935818,68.18181818181817
50,95.89371980676329,67.87878787878789
51,94.75500345065562,66.96969696969697
52,95.54865424430642,67.87878787878789
53,95.34161490683229,66.36363636363637
54,95.65217391304348,66.96969696969697
55,95.72118702553485,66.96969696969697
56,95.47964113181504,67.27272727272727
57,95.23809523809523,66.06060606060606
58,95.79020013802622,65.15151515151516
59,95.8592132505176,66.66666666666666
60,95.0655624568668,69.39393939393939
61,95.20358868184955,67.57575757575758
62,94.78951000690131,65.45454545454545
63,94.78951000690131,66.66666666666666
64,94.51345755693582,67.27272727272727
65,95.03105590062113,66.96969696969697
66,94.20289855072464,67.87878787878789
67,95.20358868184955,65.45454545454545
68,95.79020013802622,66.96969696969697
69,95.47964113181504,65.15151515151516
70,94.92753623188406,65.45454545454545
71,94.51345755693582,66.06060606060606
72,95.54865424430642,64.84848484848484
73,94.96204278812974,65.75757575757576
74,94.23740510697033,65.45454545454545
75,94.92753623188406,64.24242424242425
76,94.89302967563837,64.54545454545455
77,93.30572808833678,64.54545454545455
78,94.40993788819875,65.45454545454545
79,94.40993788819875,65.45454545454545
80,94.34092477570738,63.93939393939394
81,94.0303657694962,65.45454545454545
82,94.13388543823326,65.15151515151516
83,93.40924775707384,66.96969696969697
84,95.79020013802622,65.75757575757576
85,93.58178053830227,65.75757575757576
86,93.92684610075915,66.36363636363637
87,93.89233954451346,64.54545454545455
88,92.71911663216011,67.87878787878789
89,94.37543133195308,67.27272727272727
90,94.20289855072464,67.57575757575758
91,93.89233954451346,64.54545454545455
92,93.13319530710835,64.24242424242425
93,93.82332643202209,64.54545454545455
94,93.5472739820566,63.93939393939394
95,94.96204278812974,63.63636363636363
96,93.20220841959971,65.75757575757576
97,93.71980676328504,65.75757575757576
98,93.89233954451346,65.15151515151516
99,94.34092477570738,64.84848484848484
