,Training,Validation
0,13.975155279503106,30.606060606060602
1,33.126293995859214,44.54545454545455
2,44.858523119392686,48.78787878787879
3,50.966183574879224,52.42424242424243
4,54.69289164941339,57.27272727272727
5,58.86818495514148,62.121212121212125
6,61.49068322981366,65.75757575757576
7,64.97584541062803,63.63636363636363
8,65.63146997929607,65.15151515151516
9,67.25327812284334,66.66666666666666
10,69.56521739130434,65.45454545454545
11,70.84195997239476,68.18181818181817
12,71.70462387853692,68.48484848484848
13,73.22291235334714,66.96969696969697
14,73.08488612836439,68.48484848484848
15,75.77639751552795,70.0
16,77.12215320910973,70.0
17,77.22567287784679,71.81818181818181
18,78.53692201518288,69.6969696969697
19,79.12353347135956,70.60606060606061
20,80.26224982746722,70.3030303030303
21,82.26363008971704,69.6969696969697
22,82.3671497584541,70.3030303030303
23,82.50517598343686,71.51515151515152
24,83.26432022084197,71.81818181818181
25,84.61007591442375,70.60606060606061
26,85.5072463768116,71.81818181818181
27,85.33471359558317,71.21212121212122
28,86.30089717046239,70.60606060606061
29,86.88750862663906,71.21212121212122
30,88.54382332643202,70.9090909090909
31,89.51000690131124,72.42424242424242
32,89.648033126294,72.12121212121212
33,88.92339544513457,72.12121212121212
34,89.47550034506557,72.12121212121212
35,90.6832298136646,72.72727272727273
36,90.23464458247066,70.9090909090909
37,90.82125603864735,72.42424242424242
38,92.09799861973775,71.81818181818181
39,92.68461007591442,71.51515151515152
40,92.33954451345755,71.51515151515152
41,93.06418219461698,71.81818181818181
42,92.96066252587991,72.72727272727273
43,93.71980676328502,72.72727272727273
44,94.16839199447895,71.51515151515152
45,93.96135265700484,72.12121212121212
46,95.58316080055211,72.72727272727273
47,95.20358868184955,72.42424242424242
48,95.96273291925466,72.72727272727273
49,94.75500345065562,72.72727272727273
